filepath,label,label_tag
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000000.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000001.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000002.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000003.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000004.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000005.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000006.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000007.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000008.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000009.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000010.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000011.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000012.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000013.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000014.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000015.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000016.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000017.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000018.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000019.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000020.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000021.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000022.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000023.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000024.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000025.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000026.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000027.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000028.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000029.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000030.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000031.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000032.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000033.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000034.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000035.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000036.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000037.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000038.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000039.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000040.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000041.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000042.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000043.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000044.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000045.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000046.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000047.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000048.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000049.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000050.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000051.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000052.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000053.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000054.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000055.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000056.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000057.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000058.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000059.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000060.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000061.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000062.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000063.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000064.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000065.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000066.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000067.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000068.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000069.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000070.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000071.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000072.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000073.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000074.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000075.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000076.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000077.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000078.jpg,0,bacterial_spot
Val/Tomato___bacterial_spot/plantvillage___Tomato___bacterial_spot___000079.jpg,0,bacterial_spot
